,brand,owner,fuel,selling_price
5161,Renault,second,cng,3750000
5162,Jaguar,second,petrol,8560000
5163,Land Rover,second,cng,5900000
5164,Ford,third,lpg,8310000
5165,Volvo,first,petrol,9560000
5166,Toyota,first,diesel,9530000
5167,Ford,second,lpg,7650000
5168,Jaguar,third,petrol,3220000
5169,Jaguar,third,petrol,6550000
5170,Volvo,first,lpg,1690000
5171,Jaguar,second,diesel,3300000
5172,Ferrari,second,lpg,1310000
5173,Peugeot,third,lpg,1270000
5174,Volkswagen,second,diesel,8580000
5175,Tesla,second,petrol,8990000
5176,Audi,first,petrol,4810000
5177,Ferrari,first,diesel,2370000
5178,Ford,third,diesel,9620000
5179,Ford,second,petrol,5790000
5180,Volvo,second,diesel,7530000
5181,Porsche,first,lpg,7070000
5182,Peugeot,first,petrol,7590000
5183,Ferrari,third,lpg,2150000
5184,Volkswagen,first,cng,7460000
5185,Jaguar,second,petrol,1350000
5186,Volkswagen,second,cng,3530000
5187,Chevrolet,second,diesel,7270000
5188,Ford,third,diesel,2330000
5189,Peugeot,first,petrol,4200000
5190,Volvo,first,petrol,2970000
5191,Chevrolet,second,lpg,1640000
5192,Volvo,second,lpg,8140000
5193,Renault,second,lpg,9640000
5194,Ferrari,third,diesel,9100000
5195,Peugeot,third,cng,3080000
5196,Tesla,second,diesel,6380000
5197,Porsche,third,diesel,5480000
5198,Porsche,second,lpg,8870000
5199,Peugeot,second,diesel,1600000
5200,Porsche,first,diesel,1230000
5201,Porsche,third,diesel,4550000
5202,Ferrari,second,lpg,3570000
5203,Tesla,third,diesel,4430000
5204,Chevrolet,second,petrol,7590000
5205,Porsche,second,lpg,6500000
5206,Honda,third,lpg,9180000
5207,Tesla,second,diesel,3000000
5208,Volkswagen,third,diesel,6940000
5209,Volkswagen,second,cng,1180000
5210,Ferrari,first,cng,5280000
5211,Ford,second,diesel,7290000
5212,Jaguar,third,diesel,9490000
5213,Audi,first,lpg,3340000
5214,Renault,first,diesel,7670000
5215,Toyota,third,diesel,5540000
5216,Volkswagen,second,petrol,5280000
5217,Volkswagen,second,cng,3530000
5218,Renault,third,petrol,1950000
5219,Tesla,second,lpg,9250000
5220,Peugeot,first,diesel,5700000
5221,Ferrari,second,petrol,2460000
5222,Renault,first,lpg,3680000
5223,Renault,first,petrol,6730000
5224,Ferrari,second,diesel,5240000
5225,Volvo,second,diesel,7440000
5226,Toyota,first,lpg,1220000
5227,Toyota,third,diesel,9460000
5228,Renault,second,diesel,8940000
5229,Toyota,first,lpg,8850000
5230,Tesla,second,petrol,1210000
5231,Ford,third,lpg,1090000
5232,Porsche,third,lpg,5150000
5233,Volkswagen,first,petrol,7020000
5234,Jaguar,second,diesel,1840000
5235,Ford,second,lpg,5310000
5236,Peugeot,third,petrol,6590000
5237,Porsche,third,lpg,4070000
5238,Volkswagen,second,lpg,3580000
5239,Audi,second,petrol,1570000
5240,Audi,third,cng,1490000
5241,Toyota,second,diesel,3570000
5242,Porsche,first,diesel,1150000
5243,Volkswagen,third,diesel,2700000
5244,Jaguar,second,petrol,4490000
5245,Ferrari,third,diesel,8810000
5246,Peugeot,third,petrol,8210000
5247,Audi,first,lpg,5610000
5248,Jaguar,second,cng,1180000
5249,Audi,first,diesel,4780000
5250,Porsche,first,cng,3440000
5251,Porsche,first,petrol,8310000
5252,Audi,third,cng,1970000
5253,Ford,second,lpg,9290000
5254,BMW,third,diesel,2810000
5255,Toyota,third,diesel,8280000
5256,Mitsubishi,first,petrol,9730000
5257,Ferrari,third,cng,3490000
5258,Volvo,first,lpg,2090000
5259,Peugeot,first,diesel,3510000
5260,Toyota,first,petrol,8820000
5261,Renault,first,lpg,6280000
5262,Chevrolet,first,lpg,9870000
5263,Peugeot,second,cng,2760000
5264,Peugeot,second,cng,2070000
5265,Porsche,second,diesel,2550000
5266,Tesla,first,diesel,1130000
5267,Audi,second,cng,9600000
5268,Jaguar,second,cng,4940000
5269,Ford,first,petrol,4130000
5270,Ford,first,petrol,8540000
5271,Jaguar,third,petrol,4910000
5272,Jaguar,third,lpg,7610000
5273,Tesla,first,petrol,6560000
5274,Ford,second,diesel,9400000
5275,Toyota,first,diesel,1000000
5276,Renault,third,petrol,5390000
5277,Ford,second,lpg,6650000
5278,Volkswagen,second,cng,6850000
5279,Renault,first,diesel,1750000
5280,Kia,third,petrol,2700000
5281,Renault,third,petrol,8250000
5282,Porsche,second,cng,6650000
5283,Volvo,first,cng,7440000
5284,Ferrari,third,cng,6550000
5285,Volvo,second,cng,8780000
5286,Renault,third,lpg,7910000
5287,Chevrolet,third,diesel,8470000
5288,Volkswagen,first,lpg,8070000
5289,Volkswagen,first,cng,3720000
5290,Volkswagen,second,lpg,8060000
5291,Audi,first,lpg,8720000
5292,Porsche,first,cng,2190000
5293,Mitsubishi,first,lpg,9170000
5294,Volkswagen,first,diesel,8470000
5295,Tesla,third,petrol,7240000
5296,Volvo,second,diesel,9060000
5297,Renault,first,petrol,7800000
5298,Ferrari,first,petrol,7300000
5299,Audi,second,lpg,3090000
5300,Toyota,third,cng,7140000
5301,Porsche,second,petrol,7420000
5302,Volkswagen,third,lpg,5770000
5303,Volkswagen,third,cng,7430000
5304,Peugeot,second,lpg,4720000
5305,Porsche,first,cng,4970000
5306,Tesla,second,cng,4780000
5307,Tesla,second,lpg,4450000
5308,Volkswagen,third,lpg,5260000
5309,Audi,second,diesel,4230000
5310,Chevrolet,third,diesel,4680000
5311,Peugeot,second,cng,2090000
5312,Chevrolet,first,diesel,4980000
5313,Toyota,third,lpg,9910000
5314,Ferrari,third,diesel,7230000
5315,Kia,first,lpg,8880000
5316,Peugeot,third,petrol,9790000
5317,Volvo,second,cng,9440000
5318,Ford,second,petrol,1910000
5319,Ferrari,third,petrol,9110000
5320,Porsche,second,diesel,2140000
5321,Toyota,first,lpg,2630000
5322,Jaguar,second,diesel,2220000
5323,Porsche,first,lpg,5360000
5324,Volkswagen,second,diesel,5640000
5325,Toyota,third,lpg,3770000
5326,Volkswagen,third,cng,4860000
5327,Tesla,first,diesel,1060000
5328,Renault,first,petrol,9880000
5329,Jaguar,third,lpg,5690000
5330,Toyota,first,cng,2640000
5331,Renault,second,lpg,1810000
5332,Toyota,second,lpg,3850000
5333,Ford,first,cng,7780000
5334,Jaguar,third,petrol,5620000
5335,Audi,third,lpg,4820000
5336,Audi,second,petrol,3650000
5337,Ferrari,third,petrol,9830000
5338,Chevrolet,second,lpg,4250000
5339,Chevrolet,second,cng,7520000
5340,Volkswagen,first,diesel,6390000
5341,Toyota,first,diesel,8040000
5342,Jaguar,third,petrol,8530000
5343,Chevrolet,second,diesel,7890000
5344,Ford,second,cng,7340000
5345,Jaguar,first,lpg,5190000
5346,Volkswagen,second,diesel,9720000
5347,Porsche,third,petrol,9190000
5348,Kia,third,petrol,4590000
5349,Volvo,third,petrol,4400000
5350,Audi,third,petrol,5240000
5351,Audi,second,petrol,6500000
5352,Tesla,second,petrol,2770000
5353,Porsche,third,petrol,2790000
5354,Porsche,third,petrol,9250000
5355,BMW,third,lpg,6990000
5356,Chevrolet,third,cng,2250000
5357,Ferrari,second,diesel,9740000
5358,Peugeot,third,diesel,7930000
5359,Porsche,second,diesel,1010000
5360,Toyota,first,petrol,6340000
5361,Tesla,third,cng,4020000
5362,Audi,first,cng,7160000
5363,Chevrolet,third,petrol,3170000
5364,Jaguar,third,diesel,3620000
5365,Jaguar,third,lpg,9210000
5366,Chevrolet,first,diesel,2300000
5367,Ferrari,second,diesel,7430000
5368,Jaguar,third,petrol,6370000
5369,Ford,first,cng,9290000
5370,Renault,second,lpg,5520000
5371,Volvo,first,lpg,3310000
5372,Volkswagen,third,lpg,7000000
5373,Chevrolet,second,diesel,9190000
5374,Toyota,third,lpg,6190000
5375,Ferrari,second,lpg,1120000
5376,Porsche,second,lpg,7840000
5377,Renault,third,petrol,9240000
5378,Tesla,second,petrol,7380000
5379,Chevrolet,second,petrol,7290000
5380,Audi,second,diesel,3810000
5381,Jaguar,second,petrol,2350000
5382,Volkswagen,first,diesel,3470000
5383,Audi,second,lpg,4910000
5384,Toyota,first,lpg,4800000
5385,Honda,second,petrol,7590000
5386,Toyota,first,diesel,5190000
5387,Porsche,first,cng,5150000
5388,Tesla,third,cng,5930000
5389,Renault,first,lpg,4510000
5390,Toyota,second,diesel,5100000
5391,Ford,second,petrol,2670000
5392,BMW,first,lpg,6340000
5393,Toyota,first,cng,2980000
5394,Volvo,third,diesel,9250000
5395,Ford,second,cng,3760000
5396,Ford,second,petrol,4070000
5397,Kia,second,lpg,2610000
5398,Volvo,second,cng,6420000
5399,Chevrolet,third,petrol,6640000
5400,Ferrari,second,cng,2340000
5401,Renault,first,diesel,1670000
5402,Chevrolet,first,lpg,7380000
5403,BMW,first,lpg,2360000
5404,Toyota,third,petrol,8090000
5405,Tesla,first,diesel,2290000
5406,Renault,second,petrol,9190000
5407,Porsche,second,lpg,2320000
5408,Renault,first,lpg,7030000
5409,Volkswagen,first,diesel,1370000
5410,Jaguar,first,diesel,5530000
5411,Jaguar,first,cng,7160000
5412,Ferrari,second,lpg,8000000
5413,Kia,first,diesel,2560000
5414,Volvo,third,petrol,8390000
5415,Volkswagen,third,petrol,3120000
5416,Chevrolet,third,lpg,6760000
5417,Peugeot,first,cng,5340000
5418,Porsche,first,diesel,1290000
5419,Ferrari,second,lpg,4720000
5420,Peugeot,second,petrol,6380000
5421,Ferrari,first,cng,4620000
5422,Volvo,second,cng,9950000
5423,Honda,second,lpg,1320000
5424,Porsche,first,petrol,9250000
5425,Volvo,first,diesel,7680000
5426,Peugeot,first,cng,8140000
5427,Ford,third,petrol,5200000
5428,Chevrolet,second,petrol,6470000
5429,Tesla,first,diesel,9760000
5430,Jaguar,second,petrol,9330000
5431,Ferrari,third,petrol,7730000
5432,Jaguar,first,lpg,1810000
5433,Volkswagen,third,diesel,3890000
5434,Chevrolet,second,cng,3810000
5435,Peugeot,third,cng,1740000
5436,Volvo,second,lpg,6960000
5437,Ford,second,diesel,1750000
5438,Volkswagen,second,petrol,1820000
5439,Ford,third,lpg,5800000
5440,Volkswagen,second,cng,4750000
5441,Ford,second,lpg,6990000
5442,Chevrolet,second,diesel,6330000
5443,Tesla,third,diesel,6370000
5444,Renault,third,cng,4600000
5445,Renault,first,petrol,8410000
5446,Renault,second,cng,5950000
5447,Tesla,third,petrol,1950000
5448,Jeep,second,petrol,1900000
5449,Volvo,second,diesel,9530000
5450,Kia,second,diesel,1850000
5451,Jaguar,first,diesel,6350000
5452,Tesla,second,diesel,8330000
5453,Porsche,third,lpg,8810000
5454,Ford,third,lpg,7820000
5455,Volvo,third,diesel,2860000
5456,Volkswagen,second,cng,9000000
5457,Toyota,third,lpg,4240000
5458,Honda,third,diesel,7570000
5459,Kia,third,petrol,1210000
5460,Ford,first,cng,7200000
5461,Renault,first,lpg,1620000
5462,Ferrari,second,petrol,3960000
5463,Mitsubishi,second,lpg,7030000
5464,Volvo,first,lpg,6610000
5465,Tesla,second,cng,7380000
5466,Chevrolet,first,diesel,7750000
5467,Volkswagen,second,petrol,2370000
5468,Porsche,third,petrol,8930000
5469,Renault,third,lpg,3080000
5470,Mitsubishi,third,petrol,3710000
5471,Toyota,second,diesel,6980000
5472,Ford,second,lpg,2640000
5473,Tesla,third,cng,1670000
5474,Jaguar,first,cng,1250000
5475,Peugeot,second,petrol,6570000
5476,Porsche,third,cng,2720000
5477,Volvo,third,cng,8480000
5478,Ferrari,first,cng,9810000
5479,Peugeot,second,petrol,3410000
5480,Tesla,first,petrol,1800000
5481,Ford,second,cng,8690000
5482,Jaguar,first,diesel,6040000
5483,Chevrolet,second,diesel,2130000
5484,Audi,third,lpg,8920000
5485,Porsche,second,diesel,1270000
5486,Volkswagen,first,lpg,4200000
5487,Porsche,third,diesel,8120000
5488,Peugeot,third,diesel,9810000
5489,Chevrolet,second,diesel,7170000
5490,Ford,first,diesel,3660000
5491,Jaguar,first,lpg,7070000
5492,Ford,first,lpg,5340000
5493,Toyota,third,cng,5910000
5494,Peugeot,first,cng,4600000
5495,Chevrolet,second,cng,7300000
5496,Toyota,third,petrol,7690000
5497,Chevrolet,third,diesel,1710000
5498,Porsche,first,diesel,2930000
5499,Porsche,second,cng,3300000
5500,Renault,first,cng,4880000
5501,Toyota,second,cng,1720000
5502,Porsche,second,petrol,6290000
5503,Ferrari,second,cng,5440000
5504,Peugeot,third,diesel,9650000
5505,Volvo,second,diesel,6110000
5506,Tesla,third,petrol,6540000
5507,Tesla,second,lpg,4930000
5508,Chevrolet,first,lpg,7190000
5509,Tesla,second,petrol,1010000
5510,Peugeot,first,diesel,6230000
5511,Volkswagen,third,diesel,5130000
5512,Renault,first,petrol,6490000
5513,Porsche,third,diesel,6890000
5514,Honda,second,diesel,6750000
5515,Renault,second,lpg,3320000
5516,Ford,second,diesel,3260000
5517,Volkswagen,first,lpg,7820000
5518,BMW,second,petrol,1860000
5519,Ferrari,second,cng,6240000
5520,Renault,first,cng,7280000
5521,Peugeot,second,cng,4540000
5522,Ferrari,first,petrol,5280000
5523,Renault,second,lpg,5490000
5524,Porsche,second,cng,2440000
5525,Audi,second,diesel,1030000
5526,Peugeot,second,diesel,7140000
5527,Renault,first,diesel,7680000
5528,Tesla,first,diesel,6590000
5529,Volvo,third,petrol,5640000
5530,Volkswagen,third,cng,2450000
5531,Ferrari,first,cng,8550000
5532,Ferrari,first,petrol,2580000
5533,Volkswagen,second,cng,8560000
5534,Ferrari,third,lpg,4060000
5535,Renault,second,lpg,9730000
5536,Ford,first,petrol,6640000
5537,Ford,second,lpg,9420000
5538,Toyota,first,diesel,9530000
5539,Audi,third,cng,3720000
5540,Tesla,third,diesel,5470000
5541,Chevrolet,third,cng,1340000
5542,Volkswagen,second,petrol,7890000
5543,Peugeot,second,petrol,2210000
5544,Toyota,first,cng,3700000
5545,Chevrolet,second,diesel,7470000
5546,Peugeot,third,lpg,3880000
5547,Ford,third,cng,3570000
5548,Volkswagen,third,lpg,2310000
5549,Volkswagen,second,cng,4000000
5550,Ferrari,third,petrol,7000000
5551,Ford,first,cng,7430000
5552,Peugeot,second,petrol,6910000
5553,Peugeot,third,cng,8040000
5554,Audi,first,cng,4030000
5555,Kia,third,diesel,9870000
5556,Volvo,first,diesel,5690000
5557,Jaguar,third,petrol,3120000
5558,Toyota,first,lpg,9030000
5559,Ferrari,first,petrol,3830000
5560,Ferrari,third,cng,1560000
5561,Volkswagen,second,cng,2760000
5562,Volkswagen,first,petrol,2090000
5563,Ford,third,cng,8250000
5564,Jaguar,first,cng,1980000
5565,Ford,third,diesel,1410000
5566,Ford,first,diesel,6770000
5567,Peugeot,second,lpg,4430000
5568,Volvo,third,petrol,6830000
5569,Ford,third,diesel,4160000
5570,Porsche,first,diesel,7310000
5571,Ferrari,second,petrol,1460000
5572,Volkswagen,third,lpg,8320000
5573,Jaguar,first,petrol,3610000
5574,Volkswagen,first,cng,2360000
5575,Porsche,first,cng,3250000
5576,Ford,first,diesel,6040000
5577,BMW,first,petrol,5140000
5578,Toyota,second,lpg,7390000
5579,Jaguar,first,diesel,2150000
5580,Ferrari,third,lpg,1960000
5581,Tesla,second,diesel,7080000
5582,Tesla,second,diesel,6380000
5583,Jaguar,first,diesel,4640000
5584,Volvo,third,petrol,9950000
5585,Tesla,third,diesel,7800000
5586,Tesla,second,lpg,3180000
5587,Volvo,first,lpg,3420000
5588,Ferrari,first,cng,5430000
5589,Tesla,second,lpg,7560000
5590,Ferrari,second,cng,6090000
5591,Toyota,second,petrol,9130000
5592,Audi,third,diesel,8500000
5593,Mitsubishi,second,lpg,1430000
5594,Volvo,third,petrol,8620000
5595,Volvo,third,petrol,6040000
5596,Ford,third,diesel,8790000
5597,Volvo,third,petrol,5750000
5598,Volvo,third,cng,9470000
5599,Ferrari,second,lpg,5360000
5600,Chevrolet,second,petrol,1170000
5601,Ferrari,third,petrol,5330000
5602,Toyota,second,diesel,5260000
5603,Jaguar,third,cng,2130000
5604,Audi,second,cng,4030000
5605,Renault,third,cng,9250000
5606,Porsche,first,cng,5600000
5607,Chevrolet,third,petrol,2130000
5608,Volvo,second,diesel,9280000
5609,Ford,second,lpg,1860000
5610,Toyota,third,cng,7130000
5611,Toyota,first,cng,5940000
5612,Porsche,first,petrol,4080000
5613,Ford,third,diesel,7740000
5614,Ford,first,diesel,5370000
5615,Peugeot,first,cng,4000000
5616,Ford,third,lpg,4850000
5617,Volvo,first,lpg,8320000
5618,Audi,first,lpg,3970000
5619,Renault,first,cng,5200000
5620,Porsche,third,cng,3760000
5621,Audi,second,petrol,3380000
5622,Porsche,third,petrol,4960000
5623,Kia,third,cng,7040000
5624,Volkswagen,first,lpg,6510000
5625,Volvo,first,lpg,8260000
5626,Peugeot,first,diesel,7400000
5627,Jaguar,second,cng,4410000
5628,Jaguar,first,diesel,6360000
5629,Audi,second,petrol,2490000
5630,Jaguar,second,lpg,3670000
5631,Lamborghini,third,petrol,2000000
5632,Volvo,second,cng,2760000
5633,Toyota,second,diesel,6100000
5634,Volvo,second,diesel,1720000
5635,Honda,third,petrol,5640000
5636,Porsche,first,lpg,7630000
5637,Tesla,first,petrol,4890000
5638,Jaguar,third,diesel,9360000
5639,Honda,first,lpg,4370000
5640,Peugeot,second,petrol,9220000
5641,Ferrari,second,petrol,4400000
5642,Mitsubishi,third,cng,5460000
5643,Ferrari,first,lpg,3230000
5644,Chevrolet,first,cng,4060000
5645,Porsche,second,petrol,5020000
5646,Peugeot,first,lpg,3000000
5647,Volvo,third,cng,9420000
5648,Renault,first,lpg,9870000
5649,Audi,first,petrol,5850000
5650,Chevrolet,third,cng,1780000
5651,Audi,second,petrol,9480000
5652,Renault,first,diesel,1280000
5653,Ford,second,lpg,2520000
5654,Volkswagen,third,cng,5810000
5655,Porsche,second,petrol,1810000
5656,Audi,first,cng,1490000
5657,Chevrolet,first,diesel,2820000
5658,Volvo,third,petrol,8680000
5659,Renault,first,diesel,5640000
5660,Volkswagen,third,diesel,4970000
5661,Nissan,first,cng,4480000
5662,Audi,second,petrol,7030000
5663,Porsche,second,petrol,1830000
5664,Toyota,third,lpg,1430000
5665,Volkswagen,third,lpg,7950000
5666,Ford,first,petrol,8270000
5667,Chevrolet,third,diesel,5960000
5668,Volkswagen,third,cng,9980000
5669,Ford,third,cng,1010000
5670,Volkswagen,first,lpg,9500000
5671,Tesla,third,cng,5000000
5672,Audi,third,cng,9550000
5673,Volkswagen,third,petrol,1550000
5674,Volvo,first,lpg,5600000
5675,Volvo,third,diesel,8890000
5676,Audi,third,petrol,4420000
5677,Audi,first,diesel,7870000
5678,Mercedes-Benz,first,petrol,3700000
5679,Tesla,first,cng,2970000
5680,Porsche,second,lpg,8730000
5681,Volkswagen,third,diesel,5360000
5682,Toyota,third,cng,6080000
5683,Jaguar,second,lpg,5100000
5684,Audi,first,cng,8520000
5685,Jaguar,first,diesel,5260000
5686,Renault,third,lpg,3430000
5687,Peugeot,second,lpg,6990000
5688,Chevrolet,first,cng,6670000
5689,Peugeot,second,cng,3880000
5690,Jaguar,first,diesel,2990000
5691,Toyota,second,lpg,4470000
5692,Volvo,third,diesel,6610000
5693,Ford,first,cng,1560000
5694,Volkswagen,third,diesel,4250000
5695,Chevrolet,third,cng,4570000
5696,Renault,first,petrol,7570000
5697,Tesla,second,lpg,5980000
5698,Ford,third,petrol,7040000
5699,Honda,second,petrol,1110000
5700,Toyota,second,diesel,2310000
5701,Volkswagen,third,lpg,4340000
5702,Mercedes-Benz,first,diesel,4820000
5703,Toyota,second,diesel,6200000
5704,Chevrolet,third,petrol,9090000
5705,Porsche,first,lpg,6050000
5706,Toyota,third,cng,2200000
5707,Porsche,first,lpg,6410000
5708,Toyota,third,petrol,4920000
5709,Peugeot,third,lpg,2970000
5710,Tesla,second,diesel,8870000
5711,Toyota,first,cng,4450000
5712,Chevrolet,third,petrol,6260000
5713,Peugeot,third,diesel,5010000
5714,Peugeot,first,lpg,8010000
5715,Chevrolet,third,lpg,2250000
5716,Jaguar,third,petrol,1270000
5717,Toyota,first,diesel,3800000
5718,Audi,third,cng,5450000
5719,Jaguar,third,lpg,3660000
5720,Peugeot,third,petrol,5650000
5721,Toyota,second,lpg,6730000
5722,Volvo,second,diesel,6850000
5723,Toyota,first,petrol,6280000
5724,Audi,first,cng,4070000
5725,Audi,third,diesel,8670000
5726,Chevrolet,third,lpg,4460000
5727,Chevrolet,first,petrol,7570000
5728,Toyota,first,diesel,5830000
5729,Tesla,second,cng,8020000
5730,Renault,second,lpg,5670000
5731,Porsche,first,cng,8050000
5732,Toyota,second,lpg,5960000
5733,Tesla,second,diesel,3050000
5734,Jaguar,first,diesel,7390000
5735,Volkswagen,first,diesel,8860000
5736,Volkswagen,first,diesel,4710000
5737,Renault,second,diesel,4800000
5738,Renault,second,cng,3130000
5739,Ford,first,cng,5040000
5740,Chevrolet,first,diesel,5800000
5741,Audi,second,lpg,6220000
5742,Toyota,third,cng,7210000
5743,Toyota,third,diesel,6850000
5744,Honda,third,diesel,1320000
5745,Kia,first,petrol,4180000
5746,Ferrari,third,cng,4910000
5747,Porsche,second,petrol,6330000
5748,Mitsubishi,third,petrol,9280000
5749,Tesla,first,cng,7710000
5750,Volkswagen,third,cng,2010000
5751,Tesla,first,diesel,7160000
5752,Porsche,first,lpg,2090000
5753,Ford,third,petrol,6410000
5754,Renault,first,diesel,6350000
5755,Volkswagen,third,lpg,4420000
5756,Jaguar,first,petrol,5190000
5757,Tesla,second,petrol,3550000
5758,Audi,first,cng,7390000
5759,Peugeot,first,diesel,7340000
5760,Tesla,second,petrol,7970000
5761,Volkswagen,first,diesel,9630000
5762,Chevrolet,second,cng,4670000
5763,Jaguar,second,lpg,8020000
5764,Renault,third,lpg,9560000
5765,Audi,third,diesel,2130000
5766,Toyota,first,lpg,2850000
5767,Porsche,second,petrol,7000000
5768,Chevrolet,third,cng,9030000
5769,Ford,second,lpg,4940000
5770,Renault,second,diesel,7050000
5771,Volkswagen,third,petrol,4780000
5772,Audi,third,diesel,4760000
5773,Volvo,third,petrol,1080000
5774,Chevrolet,first,diesel,6530000
5775,Lamborghini,second,diesel,4110000
5776,Peugeot,third,lpg,8850000
5777,Volkswagen,first,lpg,5630000
5778,Chevrolet,third,diesel,2430000
5779,Volvo,third,lpg,5060000
5780,Ferrari,third,petrol,8850000
5781,Volkswagen,second,cng,5620000
5782,Jaguar,second,lpg,7590000
5783,Audi,first,petrol,5950000
5784,Peugeot,second,lpg,4220000
5785,Mitsubishi,first,cng,7380000
5786,Ferrari,third,petrol,5390000
5787,Honda,first,diesel,1770000
5788,Volkswagen,third,lpg,8290000
5789,Tesla,first,diesel,8030000
5790,Kia,third,petrol,7480000
5791,Audi,third,lpg,7130000
5792,Volvo,second,cng,5180000
5793,Toyota,first,lpg,8140000
5794,Renault,first,cng,9650000
5795,Renault,third,diesel,7470000
5796,Ford,first,diesel,2300000
5797,Tesla,second,cng,3740000
5798,Porsche,third,lpg,9410000
5799,Audi,third,cng,8930000
5800,Audi,third,petrol,2220000
5801,Renault,first,cng,1690000
5802,Audi,second,lpg,3760000
5803,Renault,first,diesel,8610000
5804,Toyota,third,cng,2230000
5805,Jaguar,first,diesel,2080000
5806,Ferrari,third,lpg,6570000
5807,Tesla,first,cng,3720000
5808,Peugeot,first,cng,3800000
5809,Peugeot,third,lpg,6320000
5810,Chevrolet,third,petrol,1430000
5811,Audi,second,cng,3710000
5812,BMW,second,cng,7660000
5813,Tesla,third,petrol,4560000
5814,Ferrari,third,diesel,6840000
5815,Volkswagen,first,cng,7300000
5816,Toyota,second,lpg,9800000
5817,Ferrari,second,lpg,1240000
5818,Volvo,second,lpg,8480000
5819,Ford,second,diesel,2240000
5820,Volkswagen,second,cng,9070000
5821,Audi,first,petrol,5740000
5822,Kia,third,lpg,5030000
5823,Audi,first,lpg,6780000
5824,Kia,first,cng,1110000
5825,Chevrolet,third,cng,5050000
5826,Volvo,second,petrol,1290000
5827,Porsche,second,petrol,5180000
5828,Jaguar,second,cng,2610000
5829,Toyota,third,petrol,1630000
5830,Toyota,first,cng,4740000
5831,Peugeot,third,cng,2830000
5832,Ford,second,lpg,5800000
5833,Ford,third,diesel,4690000
5834,Chevrolet,third,petrol,6360000
5835,Tesla,first,lpg,5200000
5836,Volvo,first,lpg,9160000
5837,Peugeot,third,petrol,9960000
5838,Porsche,second,petrol,3640000
5839,Audi,third,lpg,1360000
5840,Tesla,third,diesel,6520000
5841,Tesla,second,diesel,5050000
5842,Audi,second,lpg,7350000
5843,Jaguar,third,diesel,3350000
5844,Tesla,second,petrol,7490000
5845,Volkswagen,first,cng,6630000
5846,Mitsubishi,first,petrol,5430000
5847,Ford,second,cng,8560000
5848,Jaguar,second,petrol,5460000
5849,Porsche,first,petrol,3230000
5850,Ferrari,second,cng,1950000
5851,Toyota,third,cng,3020000
5852,Ferrari,first,cng,2690000
5853,Volkswagen,second,lpg,9800000
5854,Volkswagen,second,diesel,8640000
5855,Toyota,second,petrol,6290000
5856,Jaguar,second,cng,3940000
5857,Jaguar,first,petrol,7700000
5858,Toyota,first,diesel,4570000
5859,Volvo,first,lpg,6390000
5860,Tesla,first,petrol,9020000
5861,Porsche,third,petrol,9890000
5862,Chevrolet,second,lpg,8600000
5863,Audi,second,petrol,6770000
5864,Peugeot,third,diesel,5140000
5865,Porsche,first,diesel,8310000
5866,Porsche,second,cng,3650000
5867,Chevrolet,third,diesel,9040000
5868,Jaguar,second,cng,8950000
5869,Porsche,third,cng,2540000
5870,Renault,second,lpg,3510000
5871,Jaguar,second,petrol,9690000
5872,Audi,second,lpg,8020000
5873,Volvo,first,diesel,6330000
5874,Peugeot,third,petrol,2230000
5875,Ford,first,cng,4920000
5876,Renault,first,lpg,2440000
5877,Renault,third,diesel,1890000
5878,Toyota,third,cng,1150000
5879,Volvo,first,petrol,1890000
5880,Toyota,second,cng,6150000
5881,Audi,second,cng,4060000
5882,Lamborghini,third,petrol,1520000
5883,Volkswagen,second,diesel,3540000
5884,Audi,first,petrol,6570000
5885,Volkswagen,second,lpg,4990000
5886,Audi,second,petrol,4130000
5887,Renault,second,lpg,5980000
5888,Toyota,third,diesel,9840000
5889,Peugeot,first,petrol,4850000
5890,Jaguar,third,cng,6240000
5891,Ferrari,first,lpg,8640000
5892,Peugeot,second,lpg,7150000
5893,Porsche,second,petrol,8170000
5894,Porsche,first,petrol,8880000
5895,Toyota,third,petrol,7490000
5896,Chevrolet,first,cng,5660000
5897,Toyota,second,cng,4720000
5898,Tesla,second,petrol,6410000
5899,Peugeot,third,petrol,3470000
5900,Tesla,first,petrol,7600000
5901,Peugeot,second,petrol,8640000
5902,Jaguar,second,lpg,4770000
5903,Tesla,first,diesel,2850000
5904,Volkswagen,first,diesel,4420000
5905,Volkswagen,second,petrol,6500000
5906,Porsche,first,diesel,8360000
5907,Audi,third,diesel,5630000
5908,Tesla,third,diesel,7980000
5909,Ford,first,cng,8400000
5910,Tesla,first,lpg,7740000
5911,Porsche,third,diesel,2750000
5912,Peugeot,second,lpg,5640000
5913,Volkswagen,first,petrol,6830000
5914,Peugeot,second,cng,6150000
5915,Chevrolet,first,diesel,4070000
5916,Renault,first,petrol,2640000
5917,Jaguar,third,cng,2260000
5918,Porsche,second,diesel,2590000
5919,Peugeot,second,cng,7330000
5920,Peugeot,second,cng,4910000
5921,Volkswagen,second,cng,8850000
5922,Volvo,third,diesel,5840000
5923,Toyota,first,diesel,3060000
5924,Tesla,third,lpg,9640000
5925,Volvo,first,diesel,4790000
5926,Jaguar,third,petrol,9870000
5927,Chevrolet,first,lpg,4640000
5928,Porsche,first,petrol,7240000
5929,Jaguar,third,petrol,1320000
5930,Porsche,second,lpg,7200000
5931,Chevrolet,second,petrol,5990000
